영화코드,영화제목,장르,상영시간,등급,개봉일,리뷰1,리뷰2,리뷰3,리뷰4,리뷰5,감성점수,전체리뷰,정제단어문장,최종키워드
22038400,투란도트 어둠의 왕국,뮤지컬,116 분,12세이상관람가,2022.08.18,공연의 새로운 시도 괜찮았네요.,"보는 내내 폴 포츠 생각나더라, 첫번째 수수께끼 답 그대로 눈물남 😭 딱 한번 귀호강 들었음! Nessun dorma~~~ 내한 언제 또 오시나 ㅠㅅ",어디서부터.... 잘못된 걸까.... 연출? 감독의 의도? 소품담당? 배경과 무대 담당? 스크립트 짠 사람...? 오오 민우혁 배우님이여....,♡♡♡♡노래개좋아ㅎ,"노래, 연기 무난하게 볼만해요.",48.464,"공연의 새로운 시도 괜찮았네요. 보는 내내 폴 포츠 생각나더라, 첫번째 수수께끼 답 그대로 눈물남 😭 딱 한번 귀호강 들었음! Nessun dorma~~~ 내한 언제 또 오시나 ㅠㅅ 어디서부터.... 잘못된 걸까.... 연출? 감독의 의도? 소품담당? 배경과 무대 담당? 스크립트 짠 사람...? 오오 민우혁 배우님이여.... ♡♡♡♡노래개좋아ㅎ 노래, 연기 무난하게 볼만해요.",공연 새롭다 연출 감독 공연 감독 의도 민우혁 소품 담당 배경 민우혁 배우 포츠 생각나다 의도 소품 담당 새롭다 시도,"소품, 민우혁, 담당, 의도, 새롭다"
22038500,코코순이,다큐멘터리,125 분,전체관람가,2022.08.25,감히 마음이 아프다는 말도 죄송스럽기만 합니다.부디 하늘나라에서 편안하시길 두손모아 간절히 기도드립니다.아픈 우리의 역사를 기억하고 또기억해야합니다.이석재감독님께 감사드립니다🙏,너무나도 재미있게 잘 봤으며 주위사람들에게 적극 추천하고자 합니다,이 세상에 있는 순이들 짠하고 애잔하다 버텨줘서 고맙다 일본을 더 싫어하게됐다,우리가 꾸준히 기억하고 상기하며 찾아야 할 이야기,그리운 이들을 만나지 못하고 외국에서 살아갔을 더 많은 코코순이들이 상상되어 먹먹해집니다. 전쟁의 피해자들이 죄인처럼 살아가는 모순이 없어졌으면 좋겠습니다.,64.67999999999999,감히 마음이 아프다는 말도 죄송스럽기만 합니다.부디 하늘나라에서 편안하시길 두손모아 간절히 기도드립니다.아픈 우리의 역사를 기억하고 또기억해야합니다.이석재감독님께 감사드립니다🙏 너무나도 재미있게 잘 봤으며 주위사람들에게 적극 추천하고자 합니다 이 세상에 있는 순이들 짠하고 애잔하다 버텨줘서 고맙다 일본을 더 싫어하게됐다 우리가 꾸준히 기억하고 상기하며 찾아야 할 이야기 그리운 이들을 만나지 못하고 외국에서 살아갔을 더 많은 코코순이들이 상상되어 먹먹해집니다. 전쟁의 피해자들이 죄인처럼 살아가는 모순이 없어졌으면 좋겠습니다.,먹다 먹다 지다 전쟁 상상 되어다 먹다 먹다 지다 먹다 먹다 지다 살아가다 모순 추천 하다 하다 만나다 간절하다 기도 드리다 하늘나라 편안하다 적극 추천 하다 감사 드리다,"먹다, 지다, 드리다, 추천, 하늘나라"
22038600,불릿 트레인,액션,126 분,청소년관람불가,2022.08.24,"간지는 있지만, 재미는 없다...",잔인한 장면이 좀 아쉽다,브레드피트 주연이지만 뭔가 아쉬운 스토리와 연출이네요,브래드 피트라서 봤다..끝,빠른 전개 시원한 액션 재미엤었어요,30.358000000000004,"간지는 있지만, 재미는 없다... 잔인한 장면이 좀 아쉽다 브레드피트 주연이지만 뭔가 아쉬운 스토리와 연출이네요 브래드 피트라서 봤다..끝 빠른 전개 시원한 액션 재미엤었어요",주연 뭔가 전개 시원하다 스토리 연출 시원하다 액션 주연 잔인하다 장면 연출 있다 재미 연출 브래드 시원하다,"시원하다, 주연, 연출, 브래드, 잔인하다"
22039100,그레이 맨,"스릴러, 액션",127 분,15세이상관람가,2022.07.13,루소형제는 어째 mcu 이후 다 그저그러냐,라이언고슬링은 드라이브지~~,"잼있었어요~! 고슬링의 액션, 좋았습니다~!!",액션이 스타일리쉬하다. 하지만 인물 캐릭터에 이입이 안 되는 연출. 액션만 늘어놓는다고 영화가 완성되는 것은 아니다.,믿고 보는 루소형제의 액션영화. 넷플릭스 나오기전에 극장에서 보길 잘한 영화입니다. 액션씬도 많아서 지루할 틈이 없습니다. 라이언 고슬링은 액션도 잘하네요.,41.786,"루소형제는 어째 mcu 이후 다 그저그러냐 라이언고슬링은 드라이브지~~ 잼있었어요~! 고슬링의 액션, 좋았습니다~!! 액션이 스타일리쉬하다. 하지만 인물 캐릭터에 이입이 안 되는 연출. 액션만 늘어놓는다고 영화가 완성되는 것은 아니다. 믿고 보는 루소형제의 액션영화. 넷플릭스 나오기전에 극장에서 보길 잘한 영화입니다. 액션씬도 많아서 지루할 틈이 없습니다. 라이언 고슬링은 액션도 잘하네요.",루소 형제 액션영화 자다 영화 이다 액션영화 액션영화 넷플릭스 영화 이다 액션씬 슬링 액션 연출 액션 영화 이다 보다 루소 형제 나오다 극장,"액션영화, 루소, 형제, 이다, 액션"
22039500,[유료시사] 명탐정 코난: 할로윈의 신부,애니메이션,110 분,12세이상관람가,2022.07.13,"역시 코난은 시사회로 시작해야 제맛
엔딩노래가 너무 좋았어요",등장인물 스토리 두 번 다시 볼 수 없는 띵작,개연성도 없고 캐릭터의 매력도 없고 무리수만 늘었다.,코난 재미잇어요 ㅋㅋㅋ,모든게 완벽했습니다ㅠㅠ 특히 할로윈 분위기를 내면서도 상황과 너무 잘 맞는 ost와 성우분들의 연기가 인상깊었어요 개인적으로 코난 극장판 중 역대급이라고 말해봅니다...!,76.158,"역시 코난은 시사회로 시작해야 제맛
엔딩노래가 너무 좋았어요 등장인물 스토리 두 번 다시 볼 수 없는 띵작 개연성도 없고 캐릭터의 매력도 없고 무리수만 늘었다. 코난 재미잇어요 ㅋㅋㅋ 모든게 완벽했습니다ㅠㅠ 특히 할로윈 분위기를 내면서도 상황과 너무 잘 맞는 ost와 성우분들의 연기가 인상깊었어요 개인적으로 코난 극장판 중 역대급이라고 말해봅니다...!",내다 상황 성우 연기 오다 성우 캐릭터 매력 역대 해보다 극장판 역대 상황 성우 상황 역시 코난,"성우, 상황, 역대, 코난, 해보다"
22040400,[2022 시네도슨트] 메트로폴리탄 미술관,기타,110 분,15세이상관람가,2022.08.16,좋아요 ㅜ또 보고 싶네요,이 방대한 미술관을 어떻게 표현하실지 궁금했는데 설립초기 부터 리먼컬렉션 등에 아우르는 내용 잘 들었습니다. 별관을 못갔었는데 별관내용에 대한 부분 알려주셔서 다음엔 꼭 가야겠네요,재미있게 잘들었습니다~ 감사합니다 ~,명화를 영화관 화면으로 크게 보니 아주 좋습니다,계속 소리내며 사진 찍는 분 때문에 집중이 하나도 안됐어요 촬영 제지 좀 해주세요!!!!,55.578,좋아요 ㅜ또 보고 싶네요 이 방대한 미술관을 어떻게 표현하실지 궁금했는데 설립초기 부터 리먼컬렉션 등에 아우르는 내용 잘 들었습니다. 별관을 못갔었는데 별관내용에 대한 부분 알려주셔서 다음엔 꼭 가야겠네요 재미있게 잘들었습니다~ 감사합니다 ~ 명화를 영화관 화면으로 크게 보니 아주 좋습니다 계속 소리내며 사진 찍는 분 때문에 집중이 하나도 안됐어요 촬영 제지 좀 해주세요!!!!,명화 영화관 영화관 화면 방대하다 미술관 별관 내용 대한 영화관 미술관 어떻다 미술관 감사하다 명화 가다 별관 내용 별관 내용,"별관, 미술관, 영화관, 명화, 내용"
22040600,DC 리그 오브 슈퍼-펫,"애니메이션, 액션, 어드벤처",105 분,전체관람가,2022.08.10,강아지들이 용감했디,아이와 함께 재미있게 잘봤어요^^,귀엽고 또 귀엽고 ㅋㅋㅋ 귀여워요,재밋어요!감동과 재미,아이들이즐겁게관람했어요,61.37399999999999,강아지들이 용감했디 아이와 함께 재미있게 잘봤어요^^ 귀엽고 또 귀엽고 ㅋㅋㅋ 귀여워요 재밋어요!감동과 재미 아이들이즐겁게관람했어요,강아지 용감하다 감동 재미 강아지 재밋어 감동 아이 용감하다 아이 재미 아이 즐겁다 관람 하다 감동 재미 아이,"아이, 용감하다, 강아지, 재미, 감동"
22040700,모퉁이,기타,73 분,12세이상관람가,2022.08.11,모퉁이를 돌면 무엇이 있을까....?,"감독의 상상은 좋으나, 아쉬운 연출과 연기.",모퉁이에서 나를 때려,"오늘을 살아가는 우리가 맞닥들이는 모퉁이들, 그 너머의 만남을 우리는 어떻게 대할 것인가. 우연일까, 혹은 필연일까. 나아가는 사람, 머뭇거리는 사람, 그리고 그 엇갈림에 관하여.","모퉁이 건너편에서 나를 기다리는 만남은 우연인 것일까, 의도된 것일까. 엇갈림의 공간, 우리는 그 만남과 헤어짐에 충실한가.",56.78,"모퉁이를 돌면 무엇이 있을까....? 감독의 상상은 좋으나, 아쉬운 연출과 연기. 모퉁이에서 나를 때려 오늘을 살아가는 우리가 맞닥들이는 모퉁이들, 그 너머의 만남을 우리는 어떻게 대할 것인가. 우연일까, 혹은 필연일까. 나아가는 사람, 머뭇거리는 사람, 그리고 그 엇갈림에 관하여. 모퉁이 건너편에서 나를 기다리는 만남은 우연인 것일까, 의도된 것일까. 엇갈림의 공간, 우리는 그 만남과 헤어짐에 충실한가.",우리 만남 만남 헤어지다 너머 만남 만남 우연 모퉁이 너머 만남 우리 오늘 살아가다 연출 연기 기다리다 만남 살아가다 우리,"만남, 우리, 너머, 살아가다, 모퉁이"
22040800,극장판 도라에몽: 진구의 우주소전쟁 리틀스타워즈 2021,애니메이션,109 분,전체관람가,2022.08.03,재밌게 잘 봤습니담,도라에몽 좋아해서 영화 거의 다 봤는데 이번 우주소전쟁은 스토리가 전체적으로 지루한 편이었음,너무 너무 재미있었어요,도라에몽 귀여워 정말,어른들이 보기에도 크게 유치하지 않고 볼만하다,44.294,재밌게 잘 봤습니담 도라에몽 좋아해서 영화 거의 다 봤는데 이번 우주소전쟁은 스토리가 전체적으로 지루한 편이었음 너무 너무 재미있었어요 도라에몽 귀여워 정말 어른들이 보기에도 크게 유치하지 않고 볼만하다,전체 지루하다 영화 거의 우주소 전쟁 스토리 스토리 전체 이번 우주소 전쟁 정말 어른 우주소 전쟁 어른 보기 전체 크게 유치하다,"우주소, 전체, 전쟁, 어른, 스토리"
24035100,해야 할 일,드라마,101 분,12세이상관람가,2024.09.25,이건 정말 봐야해요!!! 정말 추천추천,내가 정말 해야 할 일은 무엇일까. 직장에서나 가정에서나 하고 싶은 일과 해야 할 일은 다르다.,깝깝한 느낌이 드는 이유는 그런 영화니까 :) 잘 봤습니다.,한국의 공포영화 무섭다,"각자가 해야 할 일만 하면 부유하고 행복해진다는
자본주의 이론의 실상

tip: 첫째, 대부분 직장인은 노동자이다
둘째, 대부분 노동자는 노동자로 불리길 싫어한다",51.220000000000006,"이건 정말 봐야해요!!! 정말 추천추천 내가 정말 해야 할 일은 무엇일까. 직장에서나 가정에서나 하고 싶은 일과 해야 할 일은 다르다. 깝깝한 느낌이 드는 이유는 그런 영화니까 :) 잘 봤습니다. 한국의 공포영화 무섭다 각자가 해야 할 일만 하면 부유하고 행복해진다는
자본주의 이론의 실상

tip: 첫째, 대부분 직장인은 노동자이다
둘째, 대부분 노동자는 노동자로 불리길 싫어한다",한국 공포영화 행복하다 자본주의 직장인 노동자 자본주의 이론 공포영화 무섭다 이론 실상 부유하다 행복하다 이론 추천 추천 정말 추천 추천,"이론, 추천, 자본주의, 공포영화, 행복하다"
24035900,딸에 대하여,드라마,106 분,12세이상관람가,2024.09.04,남인데 왜 그렇게까지 해요? 그걸 연대라고 합니다.,"심장을 누군가 꽉쥐고 있는 듯한 답답함을 느꼈다
우리는 모두 너무 무정하고 다정하다 
나는 이런 세상에서 어떤 사람으로 살아갈 것인가",엄마가 보고 싶어지는 영화 ㅠㅠ,"동성애를 인정하는 부모는 그리많지않다
영화네서 보여지는것처럼 현실의 문턱은 더 높다",잔잔한데 전혀 지루하지 않고 흘러가는 감징선이 좋았다.나처럼 딸도 혼자 외롭게 될까바 결혼하고 애낳으라고 하지만 새로운 가족의 형태로도 충분할수 있다는걸 넌지시 보여주는 결말.,48.442,"남인데 왜 그렇게까지 해요? 그걸 연대라고 합니다. 심장을 누군가 꽉쥐고 있는 듯한 답답함을 느꼈다
우리는 모두 너무 무정하고 다정하다 
나는 이런 세상에서 어떤 사람으로 살아갈 것인가 엄마가 보고 싶어지는 영화 ㅠㅠ 동성애를 인정하는 부모는 그리많지않다
영화네서 보여지는것처럼 현실의 문턱은 더 높다 잔잔한데 전혀 지루하지 않고 흘러가는 감징선이 좋았다.나처럼 딸도 혼자 외롭게 될까바 결혼하고 애낳으라고 하지만 새로운 가족의 형태로도 충분할수 있다는걸 넌지시 보여주는 결말.",인정 하다 부모 무정하다 다정하다 그리다 많다 않다 영화 무정하다 영화 보이다 흘러가다 감징선 동성애 인정 하다 새롭다 가족 영화 현실 문턱,"무정하다, 인정, 감징선, 문턱, 동성애"
24036300,우리와 상관없이,드라마,80 분,12세이상관람가,2024.06.26,두 가지의 세계에서 오는 혼란스러움,Very mysterious!,"쇠맛 홍상수, 독립영화계의 수퍼노바. 뇌졸증으로 기억을 잃은 여배우의 기억찾기. 서로 다른 이야기를 하고 있는 1부와 그 이야기를 극으로 구성한 2부. 어떻게 봐도 뭔소리인지…",하나의 사건 두개의 이야기,사람마다 사건을 이해하는 관점이 다르다는 메시지는 알겠는데 난해한 영화였어요.,46.892,"두 가지의 세계에서 오는 혼란스러움 Very mysterious! 쇠맛 홍상수, 독립영화계의 수퍼노바. 뇌졸증으로 기억을 잃은 여배우의 기억찾기. 서로 다른 이야기를 하고 있는 1부와 그 이야기를 극으로 구성한 2부. 어떻게 봐도 뭔소리인지… 하나의 사건 두개의 이야기 사람마다 사건을 이해하는 관점이 다르다는 메시지는 알겠는데 난해한 영화였어요.",소리 하나 혼란 스럽다 사건 관점 다르다 이해 하다 관점 다르다 메시지 보다 소리 사건 이해 하다 하나 사건 오다 혼란 스럽다,"사건, 관점, 스럽다, 소리, 하나"
24036500,태풍 클럽,기타,114 분,15세이상관람가,2024.06.26,형편없이 불길하기만 하다,재미있어요 정말입니다,어려운 영화 .. .. 그치만 음악에 맞춰 춤추는 아이들이 좋았다,태풍 속에서 가장 본능적인 자유를 발견하는 순간의 찰나,사회와 몸을 섞기 전 모호함을 유영하는 나의 순수성,49.41,형편없이 불길하기만 하다 재미있어요 정말입니다 어려운 영화 .. .. 그치만 음악에 맞춰 춤추는 아이들이 좋았다 태풍 속에서 가장 본능적인 자유를 발견하는 순간의 찰나 사회와 몸을 섞기 전 모호함을 유영하는 나의 순수성,발견 하다 순간 유영 하다 모호하다 유영 하다 어렵다 영화 영화 그치다 순수 순간 찰나 춤추다 아이 정말 이다 어렵다 자유 발견 하다,"유영, 발견, 어렵다, 순간, 하다"
24036600,감독판 김일성의 아이들,다큐멘터리,87 분,12세이상관람가,2024.06.25,추천합니다 자꾸 생각납니다,꼭 봐야할 영화입니다.,꼭 봐야 할 영화 입니다.,온 국민이 꼭 봐야 할 영화!!!,"너무 훌륭한 다큐영화인데, 관객이  너무 없어서 아쉬었어요.
상영시간이 아침뿐이고  상영관이 너무 적어요.
김감독님, 정말 존경합니다.",76.928,"추천합니다 자꾸 생각납니다 꼭 봐야할 영화입니다. 꼭 봐야 할 영화 입니다. 온 국민이 꼭 봐야 할 영화!!! 너무 훌륭한 다큐영화인데, 관객이  너무 없어서 아쉬었어요.
상영시간이 아침뿐이고  상영관이 너무 적어요.
김감독님, 정말 존경합니다.",보다 야하다 영화 이다 영화 이다 영화 이다 영화 이다 보다 정말 존경 하다 존경 하다 추천 하다 상영 추천 하다 자꾸 아침 상영,"이다, 존경, 상영, 추천, 하다"
24036700,빅토리,드라마,119 분,12세이상관람가,2024.08.14,재미있는 영화 보고 왔어요,유치뽕짝이지만 옛날생각나서 좋았어요,소녀들의 아름다운 청춘,여자들이 만드는 세상,"명백히 내가 아닌 딴사람들의 일들을, 내가 직접하는게 아니고 딴사람들이 해놓은거라 각자 완전히 달라도 뭔가 도우려고 곁에서/멀리서도 함께해줄수있는건 더 잘되길 바라는 “응원”뿐👐",58.514,"재미있는 영화 보고 왔어요 유치뽕짝이지만 옛날생각나서 좋았어요 소녀들의 아름다운 청춘 여자들이 만드는 세상 명백히 내가 아닌 딴사람들의 일들을, 내가 직접하는게 아니고 딴사람들이 해놓은거라 각자 완전히 달라도 뭔가 도우려고 곁에서/멀리서도 함께해줄수있는건 더 잘되길 바라는 “응원”뿐👐",여자 만들다 직접 하다 아니다 만들다 세상 소녀 아름답다 좋다 소녀 소녀 만들다 바라다 응원 완전하다 달라 아니다,"소녀, 만들다, 아니다, 완전하다, 직접"
24036800,모아나 2,애니메이션,100 분,전체관람가,2024.11.27,나쁘지 않은 디즈니 영화,딱 생각했던 것 만큼,ost좋았음😋😋,아이와 함께 보시는 좋아요,그냥.. 적당히 괜찮았음,54.062,나쁘지 않은 디즈니 영화 딱 생각했던 것 만큼 ost좋았음😋😋 아이와 함께 보시는 좋아요 그냥.. 적당히 괜찮았음,디즈니 영화 적당하다 괜찮다 그냥 적당하다 보시 좋다 아이 아이 보시 좋다 않다 디즈니 생각 하다 만큼 만큼 좋다,"보시, 만큼, 적당하다, 디즈니, 좋다"
24036900,이매큘레이트,공포(호러),88 분,15세이상관람가,2024.07.17,이매쿨레이트와 닌자,조악한 서사에 식상한 밋,그냥그래요 그냥그래요,독특하네요 영화 내용이,연출은 그럭저럭 내용은 별루...,43.09,이매쿨레이트와 닌자 조악한 서사에 식상한 밋 그냥그래요 그냥그래요 독특하네요 영화 내용이 연출은 그럭저럭 내용은 별루...,연출 내용 연출 서사 식상하다 독특하다 영화 영화 내용 내용 레이 닌자 레이 식상하다 그냥 그렇다 조악하다 서사,"식상하다, 레이, 서사, 내용, 연출"
24037000,한국이 싫어서,드라마,107 분,12세이상관람가,2024.08.28,기대 안하고 봤는데 재밌음 여운 남음,관람평을쑬가치가없어안썼다. 왜만들었는지모르겠는 영화.,고아성 언니와의 의리로 봤다,재미있고 즐거웠습니다.,현실적으로 고민 해봤을만한 생각을.영화로 잘 표현 한 것 같아요 개인적으로 고민 했던 부분이라.더 그런 것 같아요,58.354,기대 안하고 봤는데 재밌음 여운 남음 관람평을쑬가치가없어안썼다. 왜만들었는지모르겠는 영화. 고아성 언니와의 의리로 봤다 재미있고 즐거웠습니다. 현실적으로 고민 해봤을만한 생각을.영화로 잘 표현 한 것 같아요 개인적으로 고민 했던 부분이라.더 그런 것 같아요,언니 의리 생각 영화로 영화 고아성 현실 고민 고아성 언니 즐겁다 현실 개인 고민 현실 만들다 모르다 영화 영화로 표현,"고아성, 현실, 언니, 고민, 영화로"
24037400,탈출: 프로젝트 사일런스,스릴러,96 분,15세이상관람가,2024.07.12,재미지게 봄. 다좋음,재미나게잘보고갑니다,고 이선균 배우님의 유작이라 더 안타까운 마음으로 관영한 것 같습니다.,안녕! 나의 아저씨..,"킬링타임용 영화 느낌인데, 배우가 아깝네요.",41.548,"재미지게 봄. 다좋음 재미나게잘보고갑니다 고 이선균 배우님의 유작이라 더 안타까운 마음으로 관영한 것 같습니다. 안녕! 나의 아저씨.. 킬링타임용 영화 느낌인데, 배우가 아깝네요.",이선균 배우 배우 유작 재미나 보다 가다 이선균 좋다 재미나 보다 가다 재미나 보다 가다 배우 안녕 마음 관영 같다 안녕 아저씨,"재미나, 가다, 안녕, 이선균, 배우"
24037500,박정희: 경제대국을 꿈꾼 남자,"공연, 드라마, 뮤지컬",144 분,12세이상관람가,2024.07.10,부모님 모시고 갔습니다. 부모님 너무 좋아하서네요 배우들 연기 노래 다 좋고 스토리도 좋았습니다.,스토리가 생각보다 좋았습니다.,재미있게 잘보았습니다...,음. 진짜 영화보는게 이제 무서워 진다,"감동이네요 경부고속도로,포항제철소...
경제제대국의밑거름이 됐겠지요.",58.998000000000005,"부모님 모시고 갔습니다. 부모님 너무 좋아하서네요 배우들 연기 노래 다 좋고 스토리도 좋았습니다. 스토리가 생각보다 좋았습니다. 재미있게 잘보았습니다... 음. 진짜 영화보는게 이제 무서워 진다 감동이네요 경부고속도로,포항제철소...
경제제대국의밑거름이 됐겠지요.",부모님 모시 지다 감동 무섭다 지다 스토리 생각 감동 가다 부모님 부모님 생각 좋다 진짜 영화 보다 이제 무섭다,"부모님, 지다, 무섭다, 감동, 모시"
24037600,슈퍼배드 4,"액션, 어드벤처, 코미디",94 분,전체관람가,2024.07.24,아이들이 볼안한 영화,"아주잼나요
볼만합니다",아들과첫데이트라 설레이는맘으로 보앗습니다.,재밌어요! 추천해요,미니언들 넘 귀엽고 재미있게  봤어요^^,45.14,"아이들이 볼안한 영화 아주잼나요
볼만합니다 아들과첫데이트라 설레이는맘으로 보앗습니다. 재밌어요! 추천해요 미니언들 넘 귀엽고 재미있게  봤어요^^",아주 재다 하다 추천 하다 미니 하다 아들 데이트 미니 귀엽다 미니 하다 설레다 보다 아들 데이트 설레다 영화 아주 재다 설레다,"미니, 설레다, 데이트, 아주, 아들"
24037800,명탐정 코난: 100만 달러의 펜타그램,애니메이션,110 분,12세이상관람가,2024.07.17,역시 액션 장난없는 코난과 멋진 키드,코난 첨으로 극장에서 봤는데 확실히 몰입도가 좋으네요,솔직히 보면서 쫄렸음,정말너무너무너무너무너무너무재밋고두근두근해서미칠뻔함감동의눈물세방울흘링,괴도키드 화보집 영상버전,57.726,역시 액션 장난없는 코난과 멋진 키드 코난 첨으로 극장에서 봤는데 확실히 몰입도가 좋으네요 솔직히 보면서 쫄렸음 정말너무너무너무너무너무너무재밋고두근두근해서미칠뻔함감동의눈물세방울흘링 괴도키드 화보집 영상버전,화보 영상 버전 솔직하다 보다 역시 액션 확실하다 몰입도 장난없다 코난 극장 키드 코난 영상 버전 코난 멋지다 코난,"코난, 버전, 영상, 장난없다, 키드"
24038000,피아니스트,드라마,149 분,12세이상관람가,2024.06.25,전쟁이 남기는 것에 대해서 생각하게 됨,전쟁이 얼마나 잔혹한가,"피아노를 치는 장면은 영화중 몇분도 채 되지 않지만, 사람의 영혼을 울리는 여운을 담고있다.",마음이 힘들땐 호로비츠의 피아노 연주를 찾아보고 감상하게 된다,잔혹한 역사와 그 역사속 살아숨쉬는 인물,51.078,"전쟁이 남기는 것에 대해서 생각하게 됨 전쟁이 얼마나 잔혹한가 피아노를 치는 장면은 영화중 몇분도 채 되지 않지만, 사람의 영혼을 울리는 여운을 담고있다. 마음이 힘들땐 호로비츠의 피아노 연주를 찾아보고 감상하게 된다 잔혹한 역사와 그 역사속 살아숨쉬는 인물",장면 영화 역사 역사 잔혹하다 역사 생각 하다 전쟁 호로비츠 피아노 얼마나 잔혹하다 잔혹하다 피아노 영혼 울리다 치다 장면 전쟁 얼마나,"잔혹하다, 역사, 피아노, 얼마나, 전쟁"
24038100,극장판 폴 프린세스!!,"드라마, 애니메이션",59 분,전체관람가,2024.07.03,실제 배우들이 연기했다니 놀랍다,실로 엄청난 영화였습니다,스토리 파트 뒤에 라이브 파트가 붙는 구성. 라이브 파트 만으로도 볼 가치는 충분하다고 생각함.,재밌게 잘 봤습니다,마지막에 진짜 몰입했다,64.40799999999999,실제 배우들이 연기했다니 놀랍다 실로 엄청난 영화였습니다 스토리 파트 뒤에 라이브 파트가 붙는 구성. 라이브 파트 만으로도 볼 가치는 충분하다고 생각함. 재밌게 잘 봤습니다 마지막에 진짜 몰입했다,가치 충분하다 충분하다 생각 가치 실로 엄청나다 실제 배우 파트 보다 마지막 마지막 마지막 진짜 엄청나다 영화 이다,"마지막, 엄청나다, 가치, 충분하다, 파트"
24038200,우마무스메 PRETTY DERBY ROAD TO THE TOP,애니메이션,99 분,전체관람가,2024.06.27,우마무스메는 전설이다,우마무스메 프리티더비 rttt 만족,우리 애들이 살아 움직여요!,토뿌로는 제가 가슴으로 낳고 지갑으로 키운 말딸이에요,아주 재미게 봤습니다,67.704,우마무스메는 전설이다 우마무스메 프리티더비 rttt 만족 우리 애들이 살아 움직여요! 토뿌로는 제가 가슴으로 낳고 지갑으로 키운 말딸이에요 아주 재미게 봤습니다,우마 무스 메다 전설 우마 무스 프리 더비 전설 우마 무스 지갑 키우다 아주 재미 프리 더비 우리 움직이다 토뿌 움직이다 만족,"무스, 우마, 움직이다, 더비, 프리"
24038300,[메가-당원영] 클래식,"드라마, 로맨스",132 분,12세이상관람가,2024.07.03,잔잔하고 아름다운 뒷이야기도 괜칞았던 영화 예전 한국영화는 지금에 비해서는 괜찮았다 현재의 한국영화는 절레절레,손예진 손예진의 클래식,클래식은 영원하지;;,로맨스가 이렇게 슬플 수가 있을까요?,애틋하고 감동적이었다. 노래가 귀에 맴돈다,51.90599999999999,잔잔하고 아름다운 뒷이야기도 괜칞았던 영화 예전 한국영화는 지금에 비해서는 괜찮았다 현재의 한국영화는 절레절레 손예진 손예진의 클래식 클래식은 영원하지;; 로맨스가 이렇게 슬플 수가 있을까요? 애틋하고 감동적이었다. 노래가 귀에 맴돈다,현재 한국영 한국영 지금 예전 한국영 한국영 절레절레 한국영 잔잔하다 아름답다 영원하다 로맨스 괜칞았던 영화 잔잔하다 영화 예전,"한국영, 예전, 잔잔하다, 절레절레, 괜칞았던"
24038400,블러디 이스케이프: 지옥의 도주극,애니메이션,97 분,15세이상관람가,2024.07.25,"그럭저럭, 액션은 다양하나 인상적이지 않다.",노녹/라락이 귀여워서 아쉬웠어ㅠ,"기대보다 강력한 한방이 없다.
추격전의 재미는 있는데 긴장감이 떨어진다.",아이디어만 가지고 만들었음,소소한 재미가 느껴지는 가볍게 볼만한 영화네요..,36.788,"그럭저럭, 액션은 다양하나 인상적이지 않다. 노녹/라락이 귀여워서 아쉬웠어ㅠ 기대보다 강력한 한방이 없다.
추격전의 재미는 있는데 긴장감이 떨어진다. 아이디어만 가지고 만들었음 소소한 재미가 느껴지는 가볍게 볼만한 영화네요..",추격 전의 재미 없다 추격 전의 추격 전의 다양하다 인상 인상 않다 인상 아이디어 가지 강력하다 방이 영화 기대 강력하다,"추격, 전의, 인상, 강력하다, 아이디어"
24038500,피렌체와 우피치 미술관,다큐멘터리,90 분,전체관람가,2024.06.26,예술적으로좋았어요....,l메디치 가문이 르네상스에 미친 영항을 잘 보여준  영화였다,기대하던 그 무엇보다도 더.,뜻 깊은 플로랑스와 우피치 이야기,"유럽 미술의 역사는 언제 들어도, 보아도 참 아름다운 예술이자 종교다",54.076,"예술적으로좋았어요.... l메디치 가문이 르네상스에 미친 영항을 잘 보여준  영화였다 기대하던 그 무엇보다도 더. 뜻 깊은 플로랑스와 우피치 이야기 유럽 미술의 역사는 언제 들어도, 보아도 참 아름다운 예술이자 종교다",르네상스 미치다 미술 역사 메디치 가문 유럽 미술 미술 미치다 예술 이자 종교 플로 랑스 우피 종교 역사 언제,"미술, 종교, 미치다, 역사, 우피"
24039000,엄마의 왕국,"드라마, 미스터리, 범죄",96 분,15세이상관람가,2024.07.24,첫 장편의 한계가 보였던 작품,드라마로 시작해 스릴러 공포까지 느끼게 하는 몰입감이 장난아니었습니다!,“행복해 우리는 행복해”,"죽을과 치매를 교차시킨 절묘한 드라마의 이야기가
후반부에서 힘을 잃고 있음이 왠일인가",엄마의 왕국 엄마의 왕국,42.53,"첫 장편의 한계가 보였던 작품 드라마로 시작해 스릴러 공포까지 느끼게 하는 몰입감이 장난아니었습니다! “행복해 우리는 행복해” 죽을과 치매를 교차시킨 절묘한 드라마의 이야기가
후반부에서 힘을 잃고 있음이 왠일인가 엄마의 왕국 엄마의 왕국",왕국 엄마 엄마 왕국 죽다 치매 행복하다 죽다 우리 행복하다 절묘하다 드라마 행복하다 우리 하다 몰입 드라마 시작 하다 일인 엄마,"엄마, 행복하다, 왕국, 드라마, 죽다"
